trackIdx, fit_BoundLoc0, fit_BoundLoc1, fit_BoundPhi, fit_BoundTheta, fit_BoundQOverP, fit_BoundTime
732,0.0348788,-0.00427927,-0.000553567,1.57074,-0.126402,2341.86
733,0.0430083,0.0197715,-0.000228317,1.57132,-0.495941,-564.181
734,-0.01702,0.0101753,6.04731e-06,1.57114,-0.119463,-1471.35
735,-0.0240211,0.0105473,0.000434385,1.57086,-0.115202,-963.039
736,0.000523906,-0.0331947,0.000301543,1.57112,-0.603681,348.185
737,-0.0113049,0.029744,-5.88629e-05,1.57131,-0.176584,1488.08
738,0.020578,-0.0527559,0.000181277,1.5699,-0.420937,-698.943
739,-0.0346175,-0.0172037,0.000225914,1.57072,-0.508953,-1685.36
740,-0.0163635,-0.0282678,-0.00016229,1.57046,-0.137642,1560.14
741,-0.0455978,0.0136035,0.00275593,1.5712,-0.311144,1937.92
742,-0.00544822,0.0266673,-7.14178e-05,1.57102,-0.186901,-1505.44
743,0.00182567,0.0154026,-0.000130061,1.57081,-0.10215,-644.528
744,-0.0204773,0.0143346,0.0011152,1.57091,-0.172753,-1415.46
745,-0.0226937,0.0236995,-0.000204373,1.57079,-0.175968,28.121
746,0.00484276,-0.018599,-0.00011766,1.57071,-0.108837,-681.184
747,-0.0126654,-0.00861734,0.000137916,1.57096,-0.104889,-1144.27
748,-0.0179761,-0.01786,0.000327485,1.57054,-0.172778,550.804
749,0.018155,0.022841,6.61854e-05,1.57162,-0.472518,-1282
750,-0.0121437,0.0529927,-0.000159223,1.57144,-0.156628,-220.204
751,-0.0120404,-0.00878796,0.000184907,1.57076,-0.117957,483.324
752,-0.00293083,-0.0497447,5.21122e-05,1.57053,-0.153331,-796.362
753,0.00401853,0.0085513,-5.406e-05,1.57067,-0.594469,-1004.75
754,-0.00297393,0.0156622,0.000219889,1.57098,-0.242466,324.222
755,-0.0193553,0.0108849,-0.000205804,1.57056,-0.190876,-1391.05
756,0.042073,-0.012063,-1.46455e-05,1.57067,-0.173814,-2543.85
757,0.00786212,0.0449511,2.95495e-05,1.57101,-0.111047,-2350.58
758,0.0106226,-0.00238905,2.42032e-05,1.57064,-0.222538,-2126.97
759,-0.00632924,0.0213102,6.82496e-06,1.57104,-0.237423,-1349.97
760,0.002765,0.0242467,0.000474569,1.57082,-0.114066,-736.236
761,-0.0532755,-0.0178787,0.000773478,1.5705,-0.265652,-1310.1
762,-0.0418632,0.016199,0.000577949,1.57076,-0.363947,1608.03
763,-0.0176406,0.00945799,-6.76092e-05,1.57058,-0.100074,-1683.35
764,0.0047733,-0.0051896,-3.37675e-05,1.57062,-0.111496,994.408
765,0.0135941,0.00925754,-0.000246064,1.57087,-0.104893,5583.6
766,0.0109668,-0.000558,-0.000166992,1.57096,-0.126825,-402.157
767,-0.000359533,-0.00157887,0.00025258,1.57047,-0.410598,1055.26
768,0.00106716,-0.0204917,-0.000360414,1.57089,-0.271334,-1751.37
769,-0.00704794,-0.00300264,6.23233e-05,1.57095,-0.123139,-2922.06
770,-0.0157369,0.0568679,0.000151312,1.57132,-0.346933,2041
771,0.00226059,0.0278027,0.000525009,1.57097,-0.189671,855.555
772,-0.00257144,-0.0209655,1.94795e-05,1.57052,-0.13131,-161.983
773,0.00914365,-0.0223964,-0.000180062,1.57039,-0.506691,607.977
774,0.00399536,0.0282083,0.0001335,1.57068,-0.270344,-116.672
775,-0.00992956,0.0440636,0.000295436,1.57059,-0.124021,-450.49
776,-0.39512,0.00811286,0.00851799,1.5713,-0.231426,-1950.25
777,-0.0129407,0.00426141,-3.89314e-05,1.57065,-0.199997,-987.534
778,-0.0112666,-0.0191238,0.000280974,1.57071,-0.590459,-620.218
779,-0.0198601,-0.0150056,-0.000175401,1.57045,-0.116731,1370.56
780,0.016513,-0.00803084,0.00051288,1.56994,-0.5215,-234.575
781,-0.0325457,-0.0415758,0.00079083,1.57012,-0.309577,-1938.98
782,0.00959417,-0.0121205,-0.000251486,1.57048,-0.649515,-1547.36
783,-0.0735776,-0.00944948,0.000506539,1.57057,-0.331875,-1230.55
784,-0.0306121,-0.0144943,-0.000155345,1.57136,-0.233755,1455.51
785,0.00592155,0.0362568,5.77062e-05,1.57116,-0.198013,-219.181
786,0.0495898,0.00057191,-0.000634209,1.57119,-0.260607,1620.27
787,0.0163785,-0.00410678,6.52726e-05,1.57073,-0.935566,-2084.02
788,-0.0255956,0.0470222,0.000195376,1.57106,-0.131163,1366.84
789,-0.0209963,-0.0420575,-4.43891e-05,1.57045,-0.119813,584.608
790,0.0356425,0.016976,-0.000342435,1.57063,-0.135487,-2558.74
791,0.0232343,0.00267409,-0.000205804,1.57078,-0.454756,1445.63
792,-0.0242996,0.0311156,0.00036025,1.5701,-0.419809,818.537
793,-0.0329271,-0.0129697,0.000341453,1.57039,-0.259534,-921.062
794,-0.00418394,-0.0182204,-5.73493e-05,1.57045,-0.164377,1041.04
795,0.0171533,-0.0183934,0.000208006,1.5705,-0.12544,2395.05
796,-0.0196704,-0.0147783,0.000174176,1.57058,-0.489654,306.135
797,-0.00349194,0.0155697,3.94217e-05,1.57087,-0.19576,-1817.06
798,-0.112506,0.0124096,0.00228125,1.57088,-0.159705,486.008
799,0.0266065,0.00558827,-0.000161055,1.57091,-0.414436,159.842
800,-0.0264235,-0.0202613,0.000392874,1.57048,-0.11914,-1096.67
801,-0.00417976,0.0360221,0.0001866,1.57115,-0.845172,1363.45
802,0.0161023,0.00780308,0.000189844,1.57082,-0.111104,-86.765
803,0.000325724,0.00634609,-2.88098e-05,1.57085,-0.105983,1282.55
804,0.0250708,0.0310027,-0.000100571,1.57119,-0.164704,-582.079
805,0.0331945,-0.009386,-0.000344329,1.57043,-0.853312,931.806
806,-0.0178791,-0.0169376,2.52514e-05,1.57044,-0.432062,-9.90807
807,0.0171188,0.00875529,5.49465e-05,1.57091,-0.117544,823.649
808,0.0156588,0.0140192,-0.000180822,1.57073,-0.120626,-516.612
809,-0.0226691,-0.0333279,0.000298462,1.57047,-0.241427,1006.12
810,-0.00203585,-0.0335392,2.45723e-05,1.57047,-0.237824,-2866.09
811,-0.00137817,0.0151107,0.000305323,1.57143,-0.249449,-2549.79
812,0.0276978,0.00136445,0.000162326,1.57078,-0.217331,-922.883
813,-0.00480752,-0.00115875,9.61318e-05,1.57088,-0.236412,3152.83
814,0.0270174,0.0112414,-1.56547e-05,1.57038,-0.127349,623.811
815,-0.0167046,0.0138329,0.000430363,1.57075,-0.129206,-576.166
816,0.00841382,0.0073838,-0.00153225,1.56941,-0.861699,-881.98
817,-0.0389365,0.00383444,0.000353028,1.57082,-0.157847,-1448.55
818,-0.0332742,0.0250184,0.000198472,1.5712,-0.69714,1560.34
819,-0.0143816,-0.0162615,0.000397022,1.5708,-0.119018,-1619.45
820,0.0151699,0.0106784,0.000203894,1.57089,-0.100554,-1467.72
821,0.023005,0.030964,-9.75891e-05,1.57095,-0.116216,849.151
822,0.00668787,0.0172929,-3.74406e-05,1.57157,-0.168248,-7.23479
823,0.000789398,0.0144247,0.000204777,1.57105,-0.217253,1784.96
824,-0.00132023,-0.00911545,0.000521198,1.5707,-0.182654,-248.964
825,0.0187,0.0191402,-0.000146433,1.57067,-0.338288,-3235.41
826,0.0040621,0.0411895,-0.000225951,1.57145,-0.205246,-4135.41
827,-0.0568304,-0.0398381,0.00183266,1.57013,-0.520709,146.866
828,-0.0121178,-0.0108424,0.000447683,1.5706,-0.163301,-2346.23
829,0.00674702,-0.0105424,-1.0992e-05,1.57097,-0.63956,818.435
830,-0.00790143,0.00478732,0.00025915,1.57061,-0.416222,-1389.84
831,-0.0418389,-0.00281204,6.76224e-05,1.5709,-0.142652,1219.39
832,0.0227816,-0.0517908,7.25872e-05,1.57047,-0.116279,-964.121
833,0.041987,-0.00249983,-9.10781e-05,1.57078,-0.136121,339.156
834,0.0228465,0.0177004,8.16133e-05,1.5711,-0.159876,-1857.64
835,-0.0123916,0.00204086,-0.000194649,1.57148,-0.300134,-339.135
836,-0.387342,0.0165727,0.00980495,1.57086,-0.126178,-2003.07
837,0.015869,-0.0211382,-0.000105652,1.57111,-0.132608,-287.228
838,0.0265214,0.0341565,-3.62007e-05,1.5713,-0.942206,66.0043
839,0.0342748,0.0099839,0.000284001,1.57095,-0.461465,919.019
840,-0.00768231,-0.0182212,0.000209884,1.57093,-0.154834,-1148.11
841,-0.00119145,-0.0148174,0.000651699,1.57067,-0.485591,72.7487
842,-0.022763,-0.0110182,0.000152894,1.57061,-0.184045,1195.39
843,0.0197941,0.026892,-0.000102023,1.57071,-0.205821,1388.24
844,-0.00738709,-0.0273849,0.000334018,1.57092,-0.171884,-1100.67
845,0.015361,-0.000905289,0.000142228,1.57054,-0.105436,-1090.73
846,0.000612686,0.00512984,-1.63335e-05,1.5711,-0.139227,-1625.01
847,-0.00598827,-0.00277736,-0.000168109,1.57055,-0.158692,-230.782
848,-0.0144118,-0.00112509,0.000509139,1.57064,-0.189126,1291.51
849,-0.0187554,-0.00538352,6.893e-05,1.57109,-0.124153,-210.651
850,-0.0172896,-0.0212657,0.000303298,1.57074,-0.608011,1139.67
851,0.00900896,-0.0365393,0.000330297,1.57083,-0.608327,-1824.57
852,0.0556309,0.0217767,-0.000192258,1.5712,-0.162069,-126.187
853,0.0421435,0.0195964,-0.000448327,1.57139,-0.373409,-88.966
854,0.000869916,0.0126257,0.000199919,1.57087,-0.127962,-227.541
855,0.00441609,-0.0177296,3.36086e-05,1.57085,-0.187704,1300.47
856,-0.0329171,-0.0448835,0.000603357,1.57045,-0.907188,-255.145
857,0.00241361,0.0315218,0.000472519,1.57106,-0.353532,-543.765
858,-0.0426785,0.0115746,0.000934026,1.57169,-0.378927,2761.56
859,-0.000773443,-0.0521406,0.000283213,1.57036,-0.1576,-1445.86
860,-0.0458068,0.0329704,0.000221622,1.57089,-0.171977,1120.29
861,0.0107045,0.00894406,0.000176166,1.57112,-0.167725,505.735
862,-0.0266019,0.00729823,-0.000151574,1.57076,-0.242324,394.047
863,-0.0294694,0.0154004,0.000323042,1.57075,-0.329774,-1929.99
864,-0.00072214,-0.00411551,-0.000233489,1.57068,-0.116356,-2254.25
865,-0.000147586,0.0129495,-0.000197073,1.57124,-0.243248,236.966
866,0.0203571,-0.0174756,7.91997e-05,1.57039,-0.328929,-431.729
867,-0.0155043,0.0242473,0.000103399,1.57131,-0.238708,983.225
868,-0.015762,-0.0367387,-0.000376323,1.57049,-0.138435,-220.195
869,0.000945291,-0.0277487,0.000342983,1.57054,-0.148061,1585.41
870,0.0148764,-0.0314063,9.90127e-05,1.57059,-0.132693,-382.672
871,-6.60158,-0.333628,0.137488,1.56491,-0.209658,-227.282
872,0.00768341,0.013289,-0.000335156,1.57095,-0.477041,-611.386
873,0.00443578,0.00556547,-0.000517059,1.57102,-0.210859,1325.76
874,-0.0150956,-0.00239783,0.000109773,1.57027,-0.177198,-2063.32
875,0.0247112,0.00320097,-0.000256613,1.57085,-0.118569,-574.295
876,0.00387353,0.00719464,-5.443e-06,1.57071,-0.124927,1498.33
877,-0.00865011,-0.0119811,-7.02488e-05,1.57058,-0.161095,378.591
878,-0.0647391,0.0336036,0.00144742,1.57147,-0.424972,507.106
879,0.007147,0.00100828,-0.000292117,1.57068,-0.183587,2655.16
880,-0.00324379,-0.0213733,-0.000384374,1.57058,-0.125769,933.683
881,0.0086528,0.0257243,0.000100465,1.57114,-0.291434,-376.73
882,0.00897212,0.0103859,0.000105666,1.57087,-0.137029,328.347
883,-0.0411791,0.0125256,0.000334581,1.57094,-0.135918,1351.49
884,-0.0476349,0.0383798,0.00105418,1.57084,-0.134688,-2074.62
885,-0.00242501,0.00497754,-6.77216e-05,1.57016,-0.672015,-613.326
886,-0.0501197,0.00750386,0.000427801,1.57055,-0.139549,303.314
887,-0.00402418,0.0167373,0.000182226,1.57103,-0.156,610.234
888,-0.062742,0.0295492,0.000173728,1.57072,-0.186508,124.695
889,-0.00520475,0.00383941,9.43083e-05,1.57079,-0.232414,231.978
890,-0.138952,0.0282695,0.00184181,1.57059,-0.132398,-618.581
891,1.6758e-05,0.00757741,-0.000130565,1.57078,-0.142261,-2327.82
892,0.0138318,0.0425753,-0.000133601,1.57094,-0.506122,-153.199
893,0.00915457,-0.00213156,0.000170719,1.57089,-0.138946,677.943
894,0.00231321,0.0197305,-0.000184934,1.57106,-0.850576,-1465.03
895,-0.0319175,-0.0114347,0.00036197,1.5705,-0.253622,1639.48
896,-0.0393191,-0.00498835,0.000323728,1.57069,-0.112105,821.81
897,0.00126241,0.0193936,-0.000167722,1.57082,-0.124891,1778.73
898,-0.0132259,-6.82548e-05,0.00034073,1.57094,-0.219829,1984.38
899,-0.00877426,-0.0298116,-4.88339e-05,1.57059,-0.143336,952.427
900,0.0143067,-0.0271158,-0.000282686,1.57097,-0.196732,-171.598
901,-0.0170155,0.0510635,8.41842e-05,1.57109,-0.130384,-819.059
902,-0.00037798,-0.00477212,6.60145e-06,1.5707,-0.173216,-1377.9
903,-0.0202008,0.00345648,0.000214601,1.57079,-0.201586,-1921.58
904,-0.00743657,0.0157398,-0.000139796,1.57123,-0.116361,-3152.25
905,-0.0157373,-0.0109405,2.13587e-05,1.57061,-0.101504,-1598.51
906,0.00580871,-0.0102977,2.37292e-05,1.57069,-0.2506,-613.741
907,0.000388559,-0.024,0.000403303,1.5706,-0.141804,1368.49
908,-0.0263254,0.00234597,1.71732e-05,1.57068,-0.155942,-667.333
909,-0.0999468,0.00374766,0.0020806,1.57074,-0.225838,-2124.97
910,-0.0200037,-0.00395203,0.000427909,1.5705,-0.148913,959.239
911,-0.0148806,-0.00319618,0.000464449,1.57101,-0.202772,-1690.24
912,-0.0156814,-0.0487562,-0.000438763,1.56992,-0.180304,2518.03
913,-0.00894014,-0.00534277,0.000335461,1.57108,-0.524301,1367.34
914,0.0186456,0.0178011,-0.000175728,1.57084,-0.130528,936.638
915,-0.00411624,-0.00195273,0.00018603,1.57104,-0.168206,-2152.37
916,-0.016985,-0.0289813,-0.000422281,1.57027,-0.684119,-2532.42
917,0.0237727,-0.00872861,0.000340114,1.57053,-0.135745,-844.271
918,0.00839031,-0.00232039,0.000363963,1.57076,-0.101009,-1549.72
919,-0.00287941,-0.0325475,-0.000331694,1.57092,-0.161137,853.678
920,-0.0327807,-0.0279351,0.000405392,1.57046,-0.110402,1403.88
921,-0.0152952,-0.0351243,-0.000519797,1.5706,-0.313583,1204.75
922,-0.00823281,0.0369464,3.0764e-05,1.57076,-0.135369,769.564
923,-0.0158513,0.0400169,0.000259708,1.57049,-0.140723,-3433.9
924,-0.0144484,0.00168444,-0.000143963,1.5712,-0.170694,1088.89
925,0.00838594,0.00509265,-0.00037548,1.57071,-0.113065,1671.69
926,-0.0100473,-0.00705114,0.000702562,1.57118,-0.675014,3430.72
927,-0.00524425,-0.0171219,9.25921e-05,1.57086,-0.777655,3471.52
928,0.0200483,-0.014921,-3.95156e-05,1.57067,-0.11688,-881.864
929,-0.0015011,0.0227973,-3.49355e-05,1.57087,-0.12515,725.393
930,0.0301866,0.0406464,-0.000423124,1.57116,-0.40393,-248.027
931,0.0217268,-0.0331833,-0.00041608,1.57066,-0.136048,-459.022
932,-0.064197,0.0105885,0.000361855,1.57112,-0.139379,-2134.16
933,-0.0370937,-0.00817198,0.000504235,1.57082,-0.198004,409.051
934,0.00145252,-0.0435297,-0.000310602,1.57075,-0.736797,633.854
935,0.0395538,0.0128398,-0.00143255,1.57043,-0.489084,-2440.91
936,0.011203,-0.0104825,0.000101097,1.57059,-0.194578,1085.25
937,0.00512742,0.0242971,-0.000109182,1.57094,-0.141156,-196.965
938,0.0101031,-0.024709,-0.000228228,1.57072,-0.119571,1066.98
939,0.00530802,0.0762638,0.000252338,1.5717,-0.421646,-640.385
940,0.0261796,-0.0120511,0.000278382,1.57034,-0.131049,-3551.04
941,0.00410518,-0.0144443,-0.000366943,1.57101,-0.135419,1173.51
942,0.00869399,0.00352159,6.10354e-05,1.57086,-0.16535,-1871.61
943,-0.0343827,0.0138523,0.000142242,1.57031,-0.700884,364.366
944,-0.0657762,0.0188691,0.00154646,1.57084,-0.167338,-203.059
945,-0.0195723,0.00100124,-1.61113e-05,1.57055,-0.154712,-1922.09
946,-0.035569,-0.00291635,0.000605048,1.57093,-0.207094,-993.535
947,-0.0100177,-0.00581954,-0.000118255,1.57056,-0.146411,23.887
948,0.0336728,0.0348305,-0.00080619,1.57134,-0.261272,805.725
949,0.00593097,-0.0245581,3.8824e-05,1.57091,-0.233719,-169.986
950,0.00999895,0.0369848,-9.35222e-05,1.57093,-0.118855,1914.64
951,0.0161029,0.00617644,4.06394e-05,1.57036,-0.306531,-628.279
952,-0.0115655,-0.010003,0.000272282,1.57086,-0.10108,-2211.38
953,-0.01316,0.0107927,0.000200028,1.57097,-0.293007,-1350.41
954,-0.0205218,0.0147094,-0.000286339,1.57017,-0.875286,-838.982
955,-0.0294678,0.01289,-1.30336e-05,1.57103,-0.204043,-373.441
956,0.0110945,-0.00745131,-6.28141e-05,1.57073,-0.103629,893.006
957,-0.000899605,-0.00236211,-5.40814e-05,1.5708,-0.107626,211.825
958,0.0140341,-0.0195242,6.85138e-05,1.57059,-0.127317,-558.9
959,0.019739,0.0217329,0.000504094,1.57069,-0.237205,92.1751
960,-0.032402,0.000430532,0.000144446,1.57101,-0.204202,702.161
961,-0.0206765,0.0146001,0.000213915,1.57098,-0.15189,-1231.43
962,0.0257038,-0.0026825,-0.000137114,1.57091,-0.174995,3227.15
963,0.00815616,-0.0131055,0.000178478,1.57068,-0.12576,-387.434
964,0.0114681,0.0302512,-0.000355194,1.57095,-0.21024,2406.63
965,-0.00110663,0.000353068,3.64084e-05,1.57087,-0.158203,667.685
966,-0.00643216,0.0030573,0.000149482,1.5709,-0.176724,-2430.05
967,0.0459574,0.0185529,-0.00132119,1.57077,-0.864637,-731.308
968,0.0307192,0.0229391,-0.000777535,1.57093,-0.323818,-1020.24
969,-0.0568854,0.0184037,0.000259704,1.57106,-0.29049,-43.2158
970,-0.0244426,-0.00851434,0.000108895,1.57059,-0.159971,-1700.69
971,0.0106813,0.0162534,0.000695531,1.57153,-0.423138,1657.61
972,-0.0124567,-0.0071075,7.20099e-06,1.57056,-0.145015,2663
973,0.00187698,0.0194088,-0.000387342,1.57146,-0.296774,-284.245
974,0.0138173,-0.000998324,0.000332121,1.57062,-0.185761,-880.932
975,0.0145268,0.00655359,-6.2237e-05,1.57103,-0.123778,1004.57
976,-0.0671634,-0.0501788,0.00181469,1.56963,-0.769887,356.563
977,-0.0346635,0.00932349,0.000166731,1.57067,-0.137789,-1070.03
978,0.00212469,0.036445,1.91228e-05,1.57098,-0.17116,-673.118
979,-0.00039303,0.00714558,0.000167641,1.57101,-0.118316,-2179.64
980,-0.00546397,0.0132852,-0.000236341,1.57045,-0.288386,-1327.37
981,-0.0374296,-0.0364908,0.000270883,1.57075,-0.144742,412.618
982,-0.00828405,0.00844989,0.000131682,1.57092,-0.10875,1333.94
983,0.0141011,0.0190152,-1.36206e-07,1.57118,-0.235667,1657.2
984,0.0437967,0.0107491,-0.000263428,1.57075,-0.268147,-409.822
985,-0.0436852,0.0607875,0.000230011,1.5713,-0.113842,2797.71
986,-0.0137775,-0.0108532,7.97431e-05,1.57054,-0.156633,-8.5381
987,0.00456449,0.0210543,-0.000111576,1.57092,-0.103102,-547.257
988,0.0157179,-0.0314366,-3.41904e-05,1.57063,-0.139262,-584.642
989,0.00938989,0.0612582,0.000117216,1.57136,-0.117795,-2174.31
990,-0.00340225,0.016808,0.000506501,1.57093,-0.219365,-2882.23
991,0.0304865,-0.0132833,-0.000398525,1.57073,-0.126654,187.434
992,0.00795078,0.0314076,0.000294109,1.57106,-0.13038,908.053
993,0.0334678,-0.00507168,-0.000148269,1.57097,-0.148598,-725.659
994,-0.0244617,-0.0145283,0.000719383,1.57013,-0.314832,238.227
995,0.00315093,-0.0214976,0.000235515,1.57079,-0.117045,-2388.27
996,-0.0171941,-0.00926204,0.000336445,1.57026,-0.157148,-405.156
997,0.000597963,0.0176072,0.000783067,1.57071,-0.256063,-2746.78
998,-0.0404136,-0.0204795,6.72923e-05,1.57025,-0.798694,933.734
999,0.0501178,0.00402839,-0.000165438,1.57077,-0.156516,-778.768
